date,1. open,2. high,3. low,4. close,5. volume
2023-08-15 14:00:00,431.3278,431.8815,431.0073,431.5318,5725165.0
2023-08-15 15:00:00,431.5269,431.6289,429.628,430.2496,19956327.0
2023-08-15 16:00:00,430.2496,435.242,430.0359,430.2011,12218256.0
2023-08-15 17:00:00,430.2108,433.7222,412.1058,430.2982,326379.0
2023-08-15 18:00:00,430.2593,430.4439,430.1719,430.3565,1417164.0
2023-08-15 19:00:00,430.3856,430.5896,430.3176,430.5022,37806.0
2023-08-15 20:00:00,430.2011,430.2011,430.2011,430.2011,1332692.0
2023-08-16 04:00:00,430.5022,431.6387,430.5022,431.2598,56754.0
2023-08-16 05:00:00,431.2501,431.3375,430.2011,430.4536,47882.0
2023-08-16 06:00:00,430.5022,430.5993,430.1913,430.3662,42345.0
2023-08-16 07:00:00,430.3176,430.5313,429.7931,430.4934,178782.0
2023-08-16 08:00:00,430.309,433.4308,429.4337,429.5211,412810.0
2023-08-16 09:00:00,429.5017,431.4541,429.4143,430.8129,6605494.0
2023-08-16 10:00:00,430.8082,431.4146,430.2691,431.221,6541055.0
2023-08-16 11:00:00,431.2307,431.4347,429.6085,429.8514,6810623.0
2023-08-16 12:00:00,429.8417,430.1428,429.0549,429.1083,6280712.0
2023-08-16 13:00:00,429.1131,429.9339,428.3458,429.6085,7847042.0
2023-08-16 14:00:00,429.6182,430.3953,428.2389,429.1617,10505886.0
2023-08-16 15:00:00,429.1617,429.1617,426.9373,427.0345,23314459.0
2023-08-16 16:00:00,427.0345,430.2898,426.4225,427.1025,12328940.0
2023-08-16 17:00:00,427.1025,427.151,426.9665,427.0053,854168.0
2023-08-16 18:00:00,427.0247,427.4327,427.0053,427.1413,965626.0
2023-08-16 19:00:00,427.151,427.219,426.8888,426.9567,47522.0
2023-08-16 20:00:00,427.0442,427.0442,427.0442,427.0442,910885.0
2023-08-17 04:00:00,427.1607,428.2389,427.1607,427.8018,33744.0
2023-08-17 05:00:00,427.7824,428.1806,427.627,428.1418,33453.0
2023-08-17 06:00:00,428.1904,428.3361,427.7435,427.9864,56101.0
2023-08-17 07:00:00,427.9184,428.3555,427.831,428.3264,486785.0
2023-08-17 08:00:00,427.967,431.0316,426.7722,428.7246,642633.0
2023-08-17 09:00:00,428.6955,428.8023,427.1996,427.7633,7069783.0
2023-08-17 10:00:00,427.7824,428.1127,426.8013,427.3646,9187146.0
2023-08-17 11:00:00,427.3647,427.4667,426.3934,426.9771,9726774.0
2023-08-17 12:00:00,426.9859,427.9767,426.4031,427.8747,7319811.0
2023-08-17 13:00:00,427.8747,427.9864,425.9464,426.2477,9804335.0
2023-08-17 14:00:00,426.2525,426.3108,424.4701,424.6741,10452305.0
2023-08-17 15:00:00,424.6595,424.9072,423.2656,423.761,26389299.0
2023-08-17 16:00:00,423.7513,427.1273,423.2365,423.3628,16028551.0
2023-08-17 17:00:00,423.3142,449.3179,417.2802,423.2753,230635.0
2023-08-17 18:00:00,423.285,423.7901,423.0228,423.3142,1122092.0
2023-08-17 19:00:00,423.3142,423.8387,423.3142,423.5473,86322.0
2023-08-17 20:00:00,423.7901,423.7901,423.7901,423.7901,985318.0
2023-08-18 04:00:00,423.4502,423.897,423.2656,423.693,69085.0
2023-08-18 05:00:00,423.6542,423.761,422.8091,423.1685,48434.0
2023-08-18 06:00:00,423.1491,423.5473,422.8285,422.9354,60648.0
2023-08-18 07:00:00,423.0131,423.1199,421.4978,421.76,391417.0
2023-08-18 08:00:00,423.0127,424.2855,420.9441,421.4589,1152283.0
2023-08-18 09:00:00,421.4589,423.7901,420.6041,421.7989,11255682.0
2023-08-18 10:00:00,421.7795,422.6342,421.0364,422.5857,14357375.0
2023-08-18 11:00:00,422.5857,424.0136,422.2554,423.9164,13673572.0
2023-08-18 12:00:00,423.9164,424.0438,423.1296,423.353,6500893.0
2023-08-18 13:00:00,423.3628,423.6542,422.2943,423.4162,10043086.0
2023-08-18 14:00:00,423.421,424.2467,423.0131,423.4405,9726560.0
2023-08-18 15:00:00,423.4696,425.0335,422.8868,423.9553,21451611.0
2023-08-18 16:00:00,423.9553,424.4507,421.9349,423.5376,11412427.0
2023-08-18 17:00:00,423.5279,423.9941,423.4696,423.5862,328471.0
2023-08-18 18:00:00,423.6153,423.9941,423.387,423.4987,908403.0
2023-08-18 19:00:00,423.4696,423.7513,423.4696,423.7222,58464.0
2023-08-18 20:00:00,423.9941,423.9941,423.9941,423.9941,862117.0
2023-08-21 04:00:00,425.2569,425.4512,424.237,425.3832,49027.0
2023-08-21 05:00:00,425.422,426.0048,425.422,425.9465,36587.0
2023-08-21 06:00:00,425.9174,426.0825,425.4706,425.5969,73089.0
2023-08-21 07:00:00,425.5677,426.1505,425.4512,426.0048,300726.0
2023-08-21 08:00:00,425.5871,426.1894,423.2462,425.0335,515506.0
2023-08-21 09:00:00,425.0043,426.1408,424.6158,426.1408,5777013.0
2023-08-21 10:00:00,426.1505,426.3157,423.9164,424.2127,10955950.0
2023-08-21 11:00:00,424.2127,424.5381,422.8479,423.1393,7571225.0
2023-08-21 12:00:00,423.1393,424.8776,423.0422,424.7809,6842125.0
2023-08-21 13:00:00,424.7906,425.8883,424.4312,425.4997,7666630.0
2023-08-21 14:00:00,425.5094,426.6557,425.354,426.4031,7563574.0
2023-08-21 15:00:00,426.4322,427.5007,426.4322,426.7528,14903822.0
2023-08-21 16:00:00,426.7431,426.949,423.8088,426.4322,8144121.0
2023-08-21 17:00:00,426.3739,426.7528,399.4612,426.4693,152677.0
2023-08-21 18:00:00,426.4516,426.7528,426.0631,426.1214,1047073.0
2023-08-21 19:00:00,426.1214,426.4516,426.0243,426.102,53472.0
2023-08-21 20:00:00,426.7528,426.7528,426.7528,426.7528,977320.0
2023-08-22 04:00:00,427.8892,428.2681,426.9276,428.1612,201766.0
2023-08-22 05:00:00,428.2778,428.6469,427.9184,428.4623,35953.0
2023-08-22 06:00:00,428.4623,428.744,428.3166,428.4332,28184.0
2023-08-22 07:00:00,428.4429,429.22,428.2292,429.1229,253387.0
2023-08-22 08:00:00,428.4672,429.3948,426.1797,428.5595,425896.0
2023-08-22 09:00:00,428.5595,428.6469,426.9859,427.0442,6776234.0
2023-08-22 10:00:00,427.0539,427.7921,426.0728,427.1613,9028111.0
2023-08-22 11:00:00,427.1704,427.2579,426.0145,426.1311,7020215.0
2023-08-22 12:00:00,426.1408,426.7809,425.218,426.131,6793574.0
2023-08-22 13:00:00,426.1311,426.2185,425.0869,425.626,6241550.0
2023-08-22 14:00:00,425.626,426.3545,425.1986,425.9368,5737166.0
2023-08-22 15:00:00,425.9465,426.8888,425.0335,425.558,14940334.0
2023-08-22 16:00:00,425.5483,426.7528,420.8567,425.6454,8511588.0
2023-08-22 17:00:00,425.6454,435.9542,425.5726,425.694,261279.0
2023-08-22 18:00:00,425.6843,425.966,425.5969,425.8008,744616.0
2023-08-22 19:00:00,425.8106,425.8203,425.5969,425.694,51914.0
2023-08-22 20:00:00,425.5969,425.5969,425.5969,425.5969,662802.0
2023-08-23 04:00:00,427.2093,428.0738,427.1413,427.831,36643.0
2023-08-23 05:00:00,427.831,428.0349,427.4133,427.7727,26369.0
2023-08-23 06:00:00,427.7435,427.8698,426.5585,426.7722,53511.0
2023-08-23 07:00:00,426.7528,426.8499,425.9368,426.4516,434668.0
2023-08-23 08:00:00,426.802,427.9965,425.5969,425.9903,647803.0
2023-08-23 09:00:00,425.9757,427.9961,425.898,427.7534,6683068.0
2023-08-23 10:00:00,427.7533,429.3366,427.5978,429.2588,9493171.0
2023-08-23 11:00:00,429.2637,429.7202,428.8703,429.628,7261101.0
2023-08-23 12:00:00,429.6231,429.9874,429.2588,429.5309,4256101.0
2023-08-23 13:00:00,429.5308,430.9587,429.4628,430.8421,6716667.0
2023-08-23 14:00:00,430.847,430.8713,429.7834,430.0238,5394683.0
2023-08-23 15:00:00,430.0165,430.7353,429.7154,430.2788,16576333.0
2023-08-23 16:00:00,430.2885,432.9694,425.5459,432.9257,12852556.0
2023-08-23 17:00:00,432.8237,433.018,424.3807,432.6586,410053.0
2023-08-23 18:00:00,432.6294,432.6489,430.337,432.338,1478995.0
2023-08-23 19:00:00,432.338,432.4643,432.1826,432.338,68584.0
2023-08-23 20:00:00,430.337,430.337,430.337,430.337,1316395.0
2023-08-24 04:00:00,432.6586,433.5716,432.6586,432.9208,57872.0
